Direct GHG Emissions (Metric Tons CO2e),Water Intensity (All Water Sources) (gal/ft²),log_Property Id,log_Year Built,log_Number of Buildings - Self-reported,log_Occupancy,log_Weather Normalized Site Natural Gas Use (therms),log_Direct GHG Emissions (Metric Tons CO2e),log_Property GFA - Self-Reported (ft²),log_Water Intensity (All Water Sources) (gal/ft²),log_Source EUI (kBtu/ft²),log_Community Board,log_Census Tract,Borough_Bronx,Borough_Brooklyn,Borough_Manhattan,Borough_Queens,Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Office,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility,score
1.5,,14.703697656325128,7.5485559791698735,0.0,4.382026634673881,5.621125240975192,0.4054651081081644,11.579817464503643,,4.447346100794524,0.6931471805599453,3.6109179126442243,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
194.3,,14.76688074751038,7.561121589530238,0.0,4.605170185988092,10.697160831768702,5.269403356383394,12.084430297298065,,4.1588830833596715,0.6931471805599453,3.6109179126442243,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
142.6,12.57,14.843873114197947,7.5652752818989315,0.0,4.605170185988092,2.8903717578961645,4.960043507980195,11.225243392518447,2.531313022602156,5.482720089545816,0.6931471805599453,3.6109179126442243,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
677.7,46.98,14.805512983484194,7.563200592358071,0.0,4.605170185988092,9.605997539093261,6.518704712142068,11.778630297368512,3.849721979230767,5.110782242701195,0.6931471805599453,4.204692619390966,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
168.6,35.36,15.576801884959803,7.5652752818989315,0.0,4.605170185988092,10.425804892867166,5.127529045567755,11.532728092266408,3.5655812377694427,4.869071729774468,0.6931471805599453,4.204692619390966,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
145.8,19.48,15.297440273286291,7.59337419312129,0.0,4.605170185988092,10.310048726411354,4.982235819574558,11.278923170321143,2.969388298214389,4.631812116934513,0.6931471805599453,3.6109179126442243,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
64.5,13.09,15.298254222567959,7.563200592358071,0.0,4.605170185988092,9.51613982897052,4.1666652238017265,10.933106969717286,2.5718485799218085,4.075841090657541,0.0,3.6635616461296463,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.3,1219.82,15.571912933971197,7.549609165154532,0.0,4.553876891600541,5.568344503761097,0.26236426446749106,10.889938474315908,7.106458585858454,4.42484663185681,0.6931471805599453,3.6109179126442243,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90.6,29.74,15.292039512592531,7.560080465021827,0.0,4.605170185988092,9.843323449664565,4.506454213048934,11.682009794982163,3.392492941032009,5.702114417555504,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
648.6,36.71,15.415092459096977,7.560080465021827,0.6931471805599453,4.605170185988092,10.291918397888498,6.474816193873218,12.527906113444077,3.603049197508743,5.048573133436648,0.6931471805599453,4.23410650459726,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
428.5,,14.847410586858144,7.602401335665818,0.0,4.605170185988092,11.377205393219716,6.060290738037835,12.553092629989319,,5.128121989551922,0.6931471805599453,4.23410650459726,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1590.4,55.81,14.953068521966232,7.580699752224563,0.0,4.605170185988092,12.242087263108779,7.37174083590231,12.745806374443372,4.021953064800342,4.987025428457122,0.6931471805599453,4.2626798770413155,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
17.3,,14.684298696393933,7.581209826196346,0.0,4.605170185988092,8.097913094274345,2.8507065015037334,11.882942999340036,,4.853591544486569,0.6931471805599453,4.2626798770413155,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
61.0,,15.396779627715324,7.5652752818989315,0.0,4.605170185988092,9.348483613657624,4.110873864173311,12.196022309676673,,5.638354669333745,0.6931471805599453,4.2626798770413155,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
131.5,,15.412264568742607,7.555905093611346,0.0,4.605170185988092,8.17332164731308,4.879006851617819,11.079785928073148,,4.31748811353631,0.6931471805599453,4.2626798770413155,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
467.3,30.9,14.805789026192688,7.580699752224563,0.0,4.605170185988092,10.494757034273345,6.14697144970638,11.809691156155052,3.4307561839036995,4.673762977453703,0.6931471805599453,4.343805421853684,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10.2,0.0,15.074615090456131,7.582738488914411,0.0,4.605170185988092,,2.322387720290225,11.982929094215963,-inf,5.888046587909494,0.6931471805599453,4.343805421853684,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
159.7,41.11,14.749377518979907,7.60489448081162,0.0,4.605170185988092,10.40776880856577,5.073297055220967,11.380627596955595,3.716251400909787,5.452753719852455,0.6931471805599453,4.343805421853684,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
667.4,,14.851341003853715,7.5652752818989315,0.0,4.605170185988092,10.61636137711344,6.503389566317273,11.678626326747864,,5.087596335232384,0.6931471805599453,4.290459441148391,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
104.1,27.71,15.585034302313408,7.599901959208498,0.0,4.605170185988092,9.979962364370834,4.645351975620923,10.946798525419148,3.321793358874887,4.447346100794524,0.6931471805599453,4.290459441148391,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
80.1,11.74,15.300354845238319,7.552762084214147,0.0,4.605170185988092,9.726326656595553,4.383275854074314,10.968715397184654,2.4630018143999504,4.697749367281185,0.6931471805599453,4.3694478524670215,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
523.1,52.44,15.29476164988043,7.5652752818989315,0.0,4.605170185988092,11.601021503501787,6.259772650376566,11.796945841589016,3.959669658895499,4.9883896851489355,0.6931471805599453,4.343805421853684,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
612.2,8.88,14.893516996839367,7.544861068658458,0.0,4.605170185988092,11.698898679671796,6.417059026511312,13.933666857282441,2.1838015570040787,4.231203744939298,1.3862943611198906,4.59511985013459,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
366.6,4.55,14.804431112925037,7.553810852008231,0.0,4.605170185988092,11.257103751265436,5.904271335405605,12.971493974960138,1.5151272329628591,5.5436137225033795,1.3862943611198906,4.59511985013459,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.0,5.09,15.412115276084663,7.5569505720129,0.0,4.605170185988092,,2.3978952727983707,9.210340371976184,1.6272778305624314,4.933034048072704,1.3862943611198906,4.59511985013459,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
366.1,,15.29743595649909,7.585788821732034,0.0,4.605170185988092,11.232062754392443,5.902906520126191,11.665946936052631,,5.444579873526289,1.3862943611198906,4.59511985013459,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115.2,7.79,14.804841692342404,7.5652752818989315,0.0,4.605170185988092,9.966006848910839,4.746669748261791,11.620245060377552,2.052840859882657,4.437934266612178,1.3862943611198906,4.59511985013459,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
66.6,11.12,14.804824588231915,7.554858521040676,0.0,4.605170185988092,,4.198704577546343,11.212360766687434,2.4087452888224363,4.6443908991413725,1.3862943611198906,4.59511985013459,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
75.3,0.79,14.766306286071481,7.564238475170491,0.0,4.605170185988092,,4.321480134805848,11.653756400985424,-0.23572233352106983,3.4781584227982836,1.3862943611198906,4.59511985013459,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
25.4,11.48,14.76635652115235,7.560601162768557,0.0,4.605170185988092,8.661639795781266,3.2347491740244907,11.56261998199408,2.4406063908914204,3.6788291182604347,1.3862943611198906,4.59511985013459,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
0.0,,15.310404583032343,7.560080465021827,0.0,-inf,,-inf,11.695247021764184,,2.9014215940827497,1.3862943611198906,4.59511985013459,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
211.1,,14.7661203943268,7.565793282428515,0.0,4.605170185988092,10.721682428209764,5.352331954854275,11.789306419666856,,4.280824129164719,1.3862943611198906,4.59511985013459,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
921.2,41.87,14.951561845269486,7.601901959875166,0.0,4.605170185988092,12.107042605617103,6.82567716794653,12.674268391539393,3.734569580031052,4.956531035103055,1.3862943611198906,4.59511985013459,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
174.1,46.63,14.803560305352335,7.60489448081162,0.0,4.605170185988092,10.511392698986654,5.159629846774143,10.954116851182086,3.8422441108202294,5.480222169845649,1.3862943611198906,4.59511985013459,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
65.1,44.33,15.294632246432423,7.607381425639791,0.0,4.553876891600541,9.49855230402757,4.175924549214524,10.946868980204819,3.7916616487569623,5.029784112935016,1.3862943611198906,4.59511985013459,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
75.6,53.12,14.785092546968492,7.554858521040676,0.0,4.605170185988092,4.535820107853298,4.3254562831854875,11.589886506106357,3.9725535051681784,4.48863636973214,1.3862943611198906,4.59511985013459,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
80.5,16.59,15.02406126767302,7.604396348796338,0.0,4.605170185988092,9.731892263102495,4.388257184424518,10.8383841174024,2.808800104202353,4.804840381116659,1.3862943611198906,4.59511985013459,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
449.3,,14.789976608677405,7.563719668414366,0.0,4.605170185988092,,6.107690816076114,11.894207164155159,,4.460144413937834,1.3862943611198906,4.59511985013459,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
912.0,9.67,14.809428775517718,7.554858521040676,0.0,4.605170185988092,,6.815639990074331,12.29233749393667,2.269028309465203,4.770684624465665,1.3862943611198906,4.59511985013459,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
265.2,14.06,14.844325008389465,7.549609165154532,0.0,4.605170185988092,-inf,5.580484258311707,11.484320207959893,2.643333886382519,4.7086288943563215,1.3862943611198906,4.59511985013459,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
210.7,1.16,14.76611305070015,7.556427969440253,0.0,4.605170185988092,10.726798586921285,5.350435320810143,12.28217220458604,0.14842000511827322,4.012772908528289,1.3862943611198906,4.59511985013459,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
124.4,,15.60574419703867,7.560080465021827,1.0986122886681098,4.605170185988092,10.117037229459015,4.823502180305079,11.069244338833569,,3.933784497209659,1.3862943611198906,4.59511985013459,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
706.7,,15.415453939652553,7.607878073278507,0.0,4.605170185988092,11.79842691158474,6.560606247696809,12.672212570273423,,5.128714582161857,1.3862943611198906,4.59511985013459,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
238.3,,15.434411355736605,7.562681246721884,0.0,3.2188758248682006,10.862964202659883,5.473530384104697,11.51920570292738,,3.9589065913269965,1.3862943611198906,4.59511985013459,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
106.2,,15.31722516555136,7.549609165154532,0.0,4.605170185988092,,4.665324108807838,11.355593062159754,,5.2235938203521,1.3862943611198906,4.59511985013459,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.0,0.02,15.557685622697537,7.556427969440253,0.0,-inf,,-inf,10.822255214285176,-3.912023005428146,3.580737295494233,1.3862943611198906,4.418840607796598,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2698.1,33.98,15.211990618275635,7.56734567601324,0.0,4.605170185988092,13.202175535426413,7.900303100573046,13.923545793367893,3.525772116243786,5.959715848793402,1.3862943611198906,4.418840607796598,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023.3,50.14,14.951566661523767,7.604396348796338,0.0,4.605170185988092,12.883314758430803,7.6124851207851485,13.123085116887717,3.914819092730147,5.291292751611072,1.3862943611198906,4.418840607796598,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
132.1,,14.797783393509167,7.605392364814935,0.0,4.605170185988092,10.267766016314042,4.883559211528279,11.882735761201952,,5.005957704545144,1.3862943611198906,4.48863636973214,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
326.5,7.63,14.834103333134305,7.556427969440253,0.0,3.6888794541139363,8.425341025783203,5.788429948716486,12.245293358683455,2.0320878452963655,4.477336814478207,1.3862943611198906,4.634728988229636,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
652.4,21.12,15.297439364490534,7.59337419312129,0.0,4.605170185988092,7.6759171633475285,6.4806578707468585,11.924021357084182,3.050220458838061,4.836281906951478,1.3862943611198906,4.709530201312334,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
691.5,52.37,14.795993000844318,7.565793282428515,0.0,4.605170185988092,,6.538863151104813,12.100712129872347,3.9583339082913964,4.92870191133357,1.3862943611198906,4.532599493153256,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.0,0.78,14.899264675341962,7.586803535162581,0.0,4.605170185988092,,-inf,11.323700131859479,-0.2484613592984996,3.3877743613300146,1.3862943611198906,4.634728988229636,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
215.2,4.99,15.415953133393385,7.55171221535131,0.0,4.605170185988092,3.535145354171894,5.371567828287629,11.054059580134949,1.6074359097634274,5.1149953094204985,1.3862943611198906,4.634728988229636,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.0,,14.89926501366494,7.578656850594762,0.0,4.605170185988092,,-inf,11.544433821905134,,3.1135153092103742,1.3862943611198906,4.709530201312334,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
314.0,13.83,15.121182001454715,7.552762084214147,0.0,4.31748811353631,,5.749392985908253,11.897269076456281,2.626840145676667,5.218191322068752,1.3862943611198906,4.709530201312334,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
405.1,13.07,15.29673684554153,7.563719668414366,0.0,4.605170185988092,8.796611210449557,6.004133950208645,12.707729363051245,2.570319527636131,5.059425458265688,1.3862943611198906,4.709530201312334,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
148.5,22.03,14.848480071586376,7.562681246721884,0.0,4.605170185988092,10.347121538761721,5.000584958242754,10.819778284410283,3.092405160814252,4.743191483885466,1.3862943611198906,4.709530201312334,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
599.7,28.07,14.788679042074373,7.563719668414366,0.0,4.605170185988092,5.708438286192395,6.396429530174464,12.041174417156151,3.334701390373791,5.099256485749784,1.3862943611198906,4.709530201312334,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1576.2,,15.210903402069425,7.604396348796338,0.0,4.605170185988092,12.616768051751261,7.362772165919549,13.245506245682936,,5.1480757032174935,1.3862943611198906,4.709530201312334,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
116.0,,15.01165691539789,7.562681246721884,0.0,4.605170185988092,,4.7535901911063645,10.879781536746092,,4.532599493153256,1.3862943611198906,4.74493212836325,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
211.5,,15.604522422648353,7.605890001053122,0.0,4.605170185988092,10.660494117422438,5.354224998486333,11.145160684044889,,5.249652194566756,1.3862943611198906,4.74493212836325,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
236.5,31.01,15.297438455693952,7.554858521040676,0.0,4.605170185988092,7.730174795246222,5.465948207931988,11.217681540311158,3.4343097331123578,5.136386499401816,1.3862943611198906,4.394449154672439,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
200.7,16.09,15.300301834031872,7.556427969440253,0.0,4.605170185988092,7.53577709958162,5.301811255802292,11.339559685218777,2.7781979610042917,4.472780997942346,1.3862943611198906,4.465908118654584,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
590.6,73.11,15.298772361233954,7.569927655242652,0.0,4.605170185988092,11.696472936689988,6.381138969309823,11.786587210359338,4.291965156305224,5.19295685089021,1.3862943611198906,4.465908118654584,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
247.2,30.68,14.844549092179872,7.554858521040676,0.0,4.605170185988092,10.839790693622266,5.510197725583535,11.188745369478246,3.4236109764990554,4.953712146696635,1.3862943611198906,4.465908118654584,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
