Direct GHG Emissions (Metric Tons CO2e),Water Intensity (All Water Sources) (gal/ft²),log_Property Id,log_Year Built,log_Number of Buildings - Self-reported,log_Occupancy,log_Weather Normalized Site Natural Gas Use (therms),log_Direct GHG Emissions (Metric Tons CO2e),log_Property GFA - Self-Reported (ft²),log_Water Intensity (All Water Sources) (gal/ft²),log_Source EUI (kBtu/ft²),log_Community Board,log_Census Tract,Borough_Bronx,Borough_Brooklyn,Borough_Manhattan,Borough_Queens,Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Office,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility,score
6.7,44.83,14.899379360273993,7.564238475170491,0.0,4.605170185988092,7.180678980458373,1.9021075263969205,11.13655788768576,3.802877558167348,6.021993752142805,2.0794415416798357,9.268797941547751,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2177.1,,15.299857018207858,7.575584651557793,1.0986122886681098,4.605170185988092,13.011265545891582,7.685748994952201,13.106477868174105,,5.050496827521386,2.0794415416798357,9.268797941547751,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
56.9,148.43,14.826421777314215,7.560080465021827,0.0,4.605170185988092,9.279791804974398,4.041295341132285,12.369589327107755,5.000113466636674,4.155753190350744,2.0794415416798357,4.7535901911063645,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1114.1,,14.797557194663689,7.590346945602565,0.0,4.605170185988092,12.343419500013837,7.01580218306527,12.964023936955616,,4.695010889987881,2.0794415416798357,4.820281565605037,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
461.5,60.26,14.846976840068582,7.583756300707112,0.0,4.605170185988092,11.213324645604919,6.134482053942907,12.996058382785769,4.098668533702155,4.930870325627393,2.0794415416798357,4.820281565605037,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.0,,14.84747080469351,7.569927655242652,0.0,4.605170185988092,,-inf,13.10756238107217,,1.9021075263969205,2.0794415416798357,4.820281565605037,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1284.9,57.98,15.210899933763669,7.585281078639126,0.0,4.605170185988092,12.43840108630717,7.158436173289435,12.521627633895998,4.06009812349351,5.267858159063328,2.0794415416798357,4.820281565605037,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21.0,77.01,15.186778840892439,7.575584651557793,0.0,4.605170185988092,8.283342522958339,3.044522437723423,11.31691058104427,4.343935283551159,5.260096153727839,2.0794415416798357,4.882801922586371,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
397.9,45.3,14.795743132999096,7.581209826196346,0.0,4.605170185988092,,5.986200717432883,11.556942350387002,3.8133070324889884,4.740574822994295,2.0794415416798357,4.882801922586371,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
390.2,50.23,15.079696322915215,7.580699752224563,0.0,4.605170185988092,11.293446441066251,5.96665942818901,11.978148937449221,3.9166124577619534,4.617098756853365,2.0794415416798357,4.882801922586371,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.0,44.94,14.84697755303607,7.594381242551817,0.0,4.605170185988092,,-inf,13.392453108078225,3.8053282667571833,5.279134547131263,2.0794415416798357,4.820281565605037,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.0,,14.843512954185726,7.578145472419466,2.0794415416798357,4.605170185988092,,-inf,13.14665590997336,,6.2176036074019905,1.0986122886681098,6.90975328164481,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4.0,,14.675947718438836,7.600902459542082,0.0,4.605170185988092,6.632133521022722,1.3862943611198906,12.90832821845411,,5.884714177161102,2.0794415416798357,4.820281565605037,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6.3,333.24,14.843933187852556,7.59488438721652,0.0,4.605170185988092,7.0997796112374765,1.840549633397487,12.264294382730299,5.8088629511067085,5.3748153375207615,2.0794415416798357,4.820281565605037,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1138.7,58.87,14.686250214153382,7.582738488914411,0.0,4.605170185988092,12.249395031464797,7.037642539816559,12.057549435086415,4.07533162304017,5.373888553395111,2.0794415416798357,4.820281565605037,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
29.1,,14.84451264177725,7.59488438721652,0.0,4.605170185988092,8.607454282360978,3.370738174177447,12.092567944733354,,6.106577354208486,2.0794415416798357,4.820281565605037,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.0,58.62,14.843775844438431,7.553286605600419,0.0,4.605170185988092,,-inf,10.890739883347626,4.071075935282746,5.674010316322531,2.0794415416798357,4.820281565605037,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3856.3,,15.210900429236656,7.582738488914411,0.0,4.605170185988092,13.467777940549071,8.257463453533985,13.914037377014964,,4.801558999993482,2.0794415416798357,4.882801922586371,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1955.9,,15.210901420181894,7.582738488914411,0.0,4.605170185988092,12.788909859862452,7.578605724543472,13.263843842273452,,4.772378104971998,2.0794415416798357,4.882801922586371,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4.7,,15.298411530884524,7.585788821732034,0.0,4.605170185988092,6.795258247754991,1.547562508716013,11.533247565160135,,4.805659046737495,2.0794415416798357,4.955827057601261,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.2,,14.797816719809031,7.5652752818989315,0.0,4.605170185988092,6.07073772800249,0.7884573603642703,10.915088464214607,,4.993828175779875,2.0794415416798357,4.955827057601261,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.9,,14.79746018312467,7.562681246721884,0.0,4.605170185988092,6.312641838693557,1.0647107369924282,11.26697377433001,,4.6443908991413725,2.0794415416798357,4.955827057601261,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4.4,,14.79762011603559,7.564238475170491,0.0,4.605170185988092,6.728150029682411,1.4816045409242156,11.087558624655156,,4.888090941338162,2.0794415416798357,4.955827057601261,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.0,,14.950711573505535,7.584264818389059,0.0,4.605170185988092,,-inf,11.620523475568246,,4.877484781308751,2.0794415416798357,4.955827057601261,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8.0,,14.797864273392474,7.563200592358071,0.0,4.605170185988092,7.320857814219512,2.0794415416798357,10.891912882169482,,5.0072963928307415,2.0794415416798357,4.955827057601261,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.0,,14.95069614822575,7.564757012905729,0.0,4.605170185988092,,-inf,11.591819821232908,,4.735320870453137,2.0794415416798357,4.955827057601261,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
666.6,,15.344120771366393,7.581719640125308,0.0,4.553876891600541,,6.502190165873639,12.0254496453718,,4.075841090657541,2.0794415416798357,4.955827057601261,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
297.1,33.25,14.95041588087715,7.557994958530806,0.0,4.605170185988092,,5.694068782468562,11.343618845253769,3.5040547671018634,4.757891273005756,2.0794415416798357,4.955827057601261,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
186.8,66.79,14.750521763189731,7.578145472419466,0.0,4.605170185988092,7.837238604642275,5.230038525794742,10.8945146305243,4.201553368737545,4.978112102390695,2.0794415416798357,4.955827057601261,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
344.8,,14.797834318642865,7.555905093611346,0.0,4.605170185988092,11.14188352247354,5.842964538789538,12.013700752882718,,4.664382045619937,2.0794415416798357,4.955827057601261,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
329.6,,14.95040913035073,7.589841512182657,0.0,4.605170185988092,11.035861772022269,5.797879798035317,11.639020526494377,,4.962844630259907,2.0794415416798357,4.955827057601261,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
33.8,39.12,14.79377728049748,7.591357046698551,0.0,4.605170185988092,8.803649512942199,3.520460802488973,10.878801624859744,3.6666338451666167,5.049856007249537,2.0794415416798357,4.955827057601261,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
460.3,,14.806206103644593,7.581719640125308,0.0,4.605170185988092,11.312520178728379,6.131878450823196,12.367340793126296,,4.609162207257629,2.0794415416798357,4.955827057601261,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
438.3,28.86,15.397956852118464,7.555381944240273,0.0,4.605170185988092,8.024960313007561,6.082903607424764,11.664787814279475,3.3624565533457247,4.8154311114712876,2.0794415416798357,4.955827057601261,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
265.3,,14.950707717207894,7.557472901614746,0.0,4.605170185988092,10.913831310691792,5.580861261143694,11.623142170229228,,4.924350925499243,2.0794415416798357,4.955827057601261,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
347.1,20.06,14.797835067522541,7.562681246721884,0.0,4.605170185988092,6.484482552224008,5.849612922867741,11.21159061606466,2.9987277825337895,4.841822087327094,2.0794415416798357,4.955827057601261,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
254.6,223.8,15.582464224862907,7.577633832602728,0.0,4.605170185988092,10.898097661849068,5.539693686123306,11.918390573078392,5.4107527958778245,4.917788743729904,2.0794415416798357,4.955827057601261,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
7.7,,14.797890108643328,7.5822291942764615,0.0,4.605170185988092,7.273786317844895,2.0412203288596382,11.805856238857677,,4.804021044733257,2.0794415416798357,4.955827057601261,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
232.6,16.55,14.80618753755563,7.562681246721884,0.0,4.605170185988092,10.055014794156673,5.449320240084564,11.515422345168815,2.806386101823072,4.8895969657192,2.0794415416798357,9.61587214452889,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
411.4,37.82,14.843846294436931,7.561121589530238,0.0,4.605170185988092,,6.019565977218857,11.722610860199909,3.6328380632303117,4.808111029984782,2.0794415416798357,9.61587214452889,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.0,,14.795961114279457,7.5652752818989315,0.0,4.605170185988092,,-inf,11.941761988068208,,4.887337077751762,2.0794415416798357,9.61587214452889,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
564.8,,14.847127264947858,7.580189417944541,0.0,4.605170185988092,11.57431214928444,6.336471686179032,12.439463513295934,,4.679349584162343,2.0794415416798357,9.61587214452889,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
388.1,,14.792454146550373,7.562681246721884,0.0,4.605170185988092,,5.96126303837486,11.600936342292941,,4.597138014290827,2.0794415416798357,9.61587214452889,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
433.9,37.93,14.685452802348886,7.579167967396076,0.0,4.605170185988092,11.408128124033079,6.072814092804305,11.541512921822141,3.6357423557008075,4.976733742420574,2.0794415416798357,9.61587214452889,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
411.2,,14.79887247607046,7.562161631225652,0.0,4.605170185988092,,6.019079714140955,11.702164705984263,,4.622027303054514,2.0794415416798357,9.615938804529582,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
488.7,24.32,14.949222258364937,7.564238475170491,0.0,4.605170185988092,11.527396256198681,6.191748804276109,12.307342305034457,3.1912990570979662,4.572646994282532,2.0794415416798357,9.615938804529582,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3.4,,14.797570303609326,7.5652752818989315,0.0,4.605170185988092,6.478663240242817,1.2237754316221157,10.950104546085857,,4.942356453342962,2.0794415416798357,9.615938804529582,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
179.3,21.47,14.950681365442678,7.558516743045645,0.0,4.605170185988092,,5.189060380611087,10.947291604709243,3.0666566118906897,4.684905154006945,2.0794415416798357,9.615938804529582,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
141.6,,14.799117075803293,7.594381242551817,0.0,4.605170185988092,10.303467645413718,4.953006181259619,11.018252022874206,,4.8621352857778115,2.0794415416798357,9.615938804529582,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
433.0,,14.799748121082665,7.5688956634069955,0.0,4.605170185988092,11.308539877834585,6.07073772800249,12.079204716921186,,4.550714000192032,2.0794415416798357,9.615938804529582,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
407.8,25.01,14.806245833916895,7.564757012905729,0.0,4.605170185988092,11.248743749939553,6.010776858140355,12.085959397035428,3.219275744889528,4.607168188650764,2.0794415416798357,9.615938804529582,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1213.9,,14.80199690440652,7.562161631225652,0.0,4.605170185988092,,7.101593595903758,12.468433063836422,,4.735320870453137,2.0794415416798357,9.615938804529582,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
392.5,,14.950628017060374,7.562681246721884,0.0,4.605170185988092,11.299983450578063,5.972536537222463,12.330517883793439,,4.290459441148391,2.0794415416798357,9.615938804529582,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
457.1,30.25,14.950392736025416,7.564757012905729,0.0,4.605170185988092,11.45911954289168,6.124902185337699,12.079919679529592,3.4094961844768505,4.768988271217486,2.0794415416798357,9.615938804529582,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2621.4,,15.289967341699867,7.585281078639126,0.0,4.605170185988092,13.116709826158035,7.871463805185445,13.055977818208355,,5.251749730731702,2.0794415416798357,9.615938804529582,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
314.5,27.28,14.949222580201361,7.563719668414366,0.0,4.605170185988092,10.989001092614656,5.750984076140496,11.595638450430412,3.3061538329752613,4.758749273916392,2.0794415416798357,9.615938804529582,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
192.3,26.4,14.80077944121704,7.57353126274595,0.0,4.605170185988092,9.202409001649903,5.259056652594734,11.645163521596196,3.2733640101522705,4.420044701861403,2.0794415416798357,9.680406499268875,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
104.9,67.19,15.191744229641712,7.553810852008231,0.0,4.605170185988092,9.636777358180831,4.653007515402251,11.350406535472453,4.207524426932059,5.489763831118992,2.0794415416798357,9.680406499268875,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.1,9.91,14.684228224703388,7.563200592358071,0.0,4.605170185988092,7.568172634919163,2.4932054526026954,12.786252675421592,2.2935443483418965,3.3638415951183864,2.0794415416798357,9.680406499268875,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
404.3,21.24,14.951841791670567,7.563200592358071,0.0,4.605170185988092,11.349327129594066,6.002157176646725,12.195613135067067,3.055886196373738,4.504244267398131,2.0794415416798357,9.680406499268875,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
173.4,35.35,14.887467049923167,7.549082710812286,0.0,4.605170185988092,10.437017472036569,5.155601064346442,10.889528202598388,3.565298392342582,4.6443908991413725,2.0794415416798357,9.680406499268875,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
274.8,18.23,14.798578054239666,7.563719668414366,0.0,4.605170185988092,,5.616043560348194,11.070287944507681,2.9030685886905716,5.100475998096045,2.0794415416798357,9.680406499268875,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
396.5,22.09,14.950748207591435,7.56164174558878,0.0,4.605170185988092,11.332036481552855,5.982676041074902,12.069485159233494,3.095125017432026,4.584967478670572,2.0794415416798357,9.680406499268875,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
56.7,,14.797824583156043,7.562681246721884,0.0,4.605170185988092,,4.037774210733707,11.05089000537367,,4.859036909945142,2.0794415416798357,4.941642422609304,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
449.3,23.54,14.79381675574735,7.579678823090456,0.0,4.605170185988092,11.443213048958908,6.107690816076114,12.468809917344851,3.1587011018321305,4.398146016553765,2.0794415416798357,4.941642422609304,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
262.3,28.89,14.94964763570067,7.562161631225652,0.0,4.605170185988092,,5.569488886872828,11.102759324303415,3.363495514478144,4.696837374513915,2.0794415416798357,4.941642422609304,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
