Direct GHG Emissions (Metric Tons CO2e),Water Intensity (All Water Sources) (gal/ft²),log_Property Id,log_Year Built,log_Number of Buildings - Self-reported,log_Occupancy,log_Weather Normalized Site Natural Gas Use (therms),log_Direct GHG Emissions (Metric Tons CO2e),log_Property GFA - Self-Reported (ft²),log_Water Intensity (All Water Sources) (gal/ft²),log_Source EUI (kBtu/ft²),log_Community Board,log_Census Tract,Borough_Bronx,Borough_Brooklyn,Borough_Manhattan,Borough_Queens,Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Office,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility
735.5,35.77,15.211558200821461,7.579678823090456,0.0,4.605170185988092,11.838490577443231,6.6005505400414926,12.046021257381947,3.5771095532709265,4.922896379788249,2.0794415416798357,10.285376924115587,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2501.0,54.09,14.820764826789938,7.580699752224563,0.0,4.605170185988092,11.417582384624687,7.824445930877619,12.960162044526232,3.9906493258833358,4.843399374720342,2.0794415416798357,5.777652323222656,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.3,15.58,14.85135839534633,7.587310506022615,0.0,4.605170185988092,8.88826007280195,3.505557396986398,11.123210666953296,2.7459880404426023,5.433285226958521,2.302585092994046,5.402677381872279,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2007.4,,14.78996981556577,7.580699752224563,0.0,4.605170185988092,,7.6045956313797,12.921959313059608,,4.45898767581001,1.3862943611198906,4.574710978503383,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330.2,14.26,15.411127600664384,7.570443252057374,0.0,4.605170185988092,9.94059064048763,5.799698531486028,10.947608455915049,2.65745841498615,4.953712146696635,1.3862943611198906,5.407171771460119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293.4,64.46,15.053127980961433,7.564757012905729,0.0,4.605170185988092,11.008307202280221,5.681536865708881,11.389423607982884,4.166044876387292,4.639571612705423,2.6390573296152584,10.839620126623823,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68.5,1.99,14.849337539490095,7.578145472419466,0.0,4.605170185988092,9.465370112152714,4.22683374526818,10.165851817003619,0.688134638736401,5.109575241951159,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390.1,56.69,15.585554611682623,7.579167967396076,0.0,4.605170185988092,11.274038636040059,5.966403116512611,11.895115122506068,4.037597828336212,4.902307417210627,1.791759469228055,4.584967478670572,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205.4,,14.84908322218574,7.565793282428515,0.0,4.605170185988092,4.809742351716865,5.324959297494458,11.932523563544306,,4.90527477843843,1.6094379124341003,4.30406509320417,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4215.6,40.84,14.953577186339011,7.578656850594762,1.9459101490553132,4.605170185988092,13.650841671906477,8.346547209059782,14.024616846283884,3.7096619932964647,4.940927881671436,2.1972245773362196,5.351858133476067,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
771.9,39.87,14.90310638766655,7.581719640125308,0.0,4.605170185988092,11.904549897973071,6.648855007955808,12.245774012381725,3.6856241613932634,4.751000634199631,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300.1,41.17,14.845206043680719,7.565793282428515,0.0,4.605170185988092,11.014542114094125,5.704115752446321,11.225243392518447,3.7177098357818132,4.842611042003125,0.0,4.07753744390572,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172.0,108.79,15.578289107944238,7.601901959875166,0.0,4.605170185988092,10.46820459264593,5.147494476813453,10.905845882847675,4.689419418432991,4.883559211528279,1.791759469228055,5.883322388488279,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314.8,,14.906626149822419,7.560080465021827,0.0,4.605170185988092,11.085065963840808,5.751937516543248,11.224456416267188,,4.9788005705762375,2.4849066497880004,5.476463551931511,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324.7,9.4,15.21179138789821,7.549609165154532,0.0,4.605170185988092,4.312140507209715,5.7829016791088,12.194445309289195,2.2407096892759584,4.976733742420574,1.6094379124341003,3.9889840465642745,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474.0,21.95,15.211478231373214,7.564238475170491,0.0,4.605170185988092,,6.161207321695077,12.087677547601887,3.08876713952118,4.338597076746545,1.9459101490553132,5.187385805840755,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413.9,12.17,14.841680460978017,7.591861714889934,0.0,4.605170185988092,11.443295604934855,6.025624398754687,12.88642076645941,2.498973906999436,5.03760174232607,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345.1,61.24,14.686249376869464,7.582738488914411,0.0,4.605170185988092,7.816739382340519,5.843834230103957,11.151137471644674,4.114800570789483,4.906015244966153,1.3862943611198906,4.9344739331306915,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.7,5.88,15.071993740730397,7.549609165154532,0.0,4.605170185988092,10.710097338006875,5.4013251166222656,10.86283777387073,1.7715567619105355,4.520701029361642,2.4849066497880004,5.631211781821365,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1090.9,,15.298946829336398,7.581209826196346,0.0,4.605170185988092,12.221239051947935,6.994758322603711,12.238225168546583,,4.984291318756654,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.2,,15.190593555963918,7.562161631225652,0.0,4.605170185988092,8.270499499641767,3.005682604407159,11.007103966325696,,2.2082744135228043,1.6094379124341003,5.493061443340548,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363.5,78.23,15.582127759355522,7.605890001053122,0.0,4.499809670330265,11.198744716643862,5.895779296973574,11.748226809888031,4.359653205696989,5.748755840298932,0.6931471805599453,3.8066624897703196,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177.3,7.84,14.850055681055991,7.5652752818989315,0.0,4.605170185988092,10.493327663230145,5.177843213080163,11.097561524682817,2.0592388343623163,4.4355674016019115,2.1972245773362196,5.855071922202427,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255.5,22.37,14.849066502558765,7.5688956634069955,0.0,4.605170185988092,10.847642447678474,5.543222409643759,11.619355408586076,3.107720775502038,4.330733340286331,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875.8,,14.755076312757328,7.560080465021827,0.0,4.605170185988092,3.535145354171894,6.775137754367298,13.749410284592972,,5.236441962829949,1.6094379124341003,4.6913478822291435,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203.4,,15.080560869773741,7.563200592358071,0.0,4.605170185988092,7.4416136018587,5.315174483614459,10.827508330472194,,4.558078578454241,2.1972245773362196,10.012431639525307,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,,13.882310894268329,7.564238475170491,0.0,4.605170185988092,,,14.230138227971231,,5.25227342804663,1.6094379124341003,4.02535169073515,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323.1,,14.795796788566015,7.563719668414366,0.0,4.605170185988092,11.073506907287985,5.777961872830453,11.351887790813063,,4.865224091322398,1.6094379124341003,9.975901233045173,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519.7,,14.792588157315855,7.604396348796338,0.0,4.605170185988092,11.604197502441457,6.253251722014396,12.4987795722297,,4.903050083416319,0.0,6.318968113746434,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247.8,0.96,15.60488969645159,7.607878073278507,0.0,4.605170185988092,10.841682623131543,5.512621969195042,11.722294582862599,-0.040821994520255166,4.632785353021065,1.791759469228055,3.970291913552122,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791.9,,15.571474614327615,7.558516743045645,0.0,4.248495242049359,12.006248203006088,6.674435121216367,13.272936235883703,,3.40452517175483,1.9459101490553132,2.8903717578961645,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1168.7,80.32,15.58321330404807,7.562681246721884,0.0,4.605170185988092,11.448520268277893,7.063647298939111,12.055209057292998,4.386018655943419,5.054333149361975,2.0794415416798357,5.746203190540153,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251.0,31.56,15.211077297407163,7.556427969440253,0.0,4.605170185988092,10.853576630760479,5.5254529391317835,12.08103649451235,3.4518904959776733,5.10230248262208,0.0,3.6635616461296463,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289.7,65.72,15.294837051562425,7.578656850594762,0.0,4.605170185988092,11.005424309032257,5.668845904775305,11.137213315011412,4.185403293169068,5.13167228913909,1.791759469228055,4.248495242049359,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1564.5,28.41,15.211477488592944,7.569927655242652,0.0,4.605170185988092,12.23942521320838,7.355321563108937,12.86865752050748,3.3467411958660964,4.779963476361254,1.9459101490553132,5.1647859739235145,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545.5,29.08,15.211550030861536,7.562681246721884,0.0,4.605170185988092,10.887831247655173,6.301702805273125,11.528473958216944,3.3700506526653187,4.93014804318357,0.6931471805599453,4.07753744390572,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176.3,,15.605623004928828,7.60688453121963,0.0,4.605170185988092,10.504083493912596,5.172187089403825,10.984716285593358,,4.4520190064939165,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1497.0,,14.795824928446738,7.569411792450712,0.0,4.605170185988092,8.643120748014027,7.311218384419629,12.774718963779865,,4.475061500641071,2.4849066497880004,5.484796933490655,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308.2,40.64,14.882334577642421,7.580699752224563,0.0,4.605170185988092,7.642140367558327,5.730748922886015,11.309131006748558,3.7047528032702264,4.838660029356445,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480.3,,14.856131026782572,7.59337419312129,0.6931471805599453,4.605170185988092,11.497092786986855,6.174410908670779,11.997201753502683,,4.768988271217486,2.772588722239781,5.8944028342648505,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233.1,79.02,14.859655749125965,7.569411792450712,0.0,4.605170185988092,10.724506703860998,5.4514675460417115,10.82774645405946,4.369700984983244,4.845760650906022,2.3978952727983707,5.648974238161206,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423.3,45.86,15.579054006349521,7.577633832602728,0.0,4.605170185988092,11.36601120564755,6.048081147526878,11.574631854406206,3.8255932774297583,4.86830338551846,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.0,,15.570881419838765,7.564238475170491,0.0,4.605170185988092,,3.4657359027997265,11.512925464970229,,1.840549633397487,0.0,6.1070228877422545,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269.8,58.86,15.207204813377054,7.579167967396076,0.0,4.605170185988092,10.774464968991174,5.597680943773655,11.328521741971949,4.075161742805327,4.664382045619937,2.70805020110221,6.396929655216146,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56.0,60.63,14.751631759884251,7.586803535162581,0.0,4.605170185988092,9.262638661187216,4.02535169073515,12.905964529355467,4.1047898200836395,5.024538199265247,1.9459101490553132,4.990432586778736,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.6,,15.298046256136079,7.556427969440253,0.0,4.605170185988092,4.842611042003125,-0.5108256237659907,11.451050061252142,,4.745801315727837,1.6094379124341003,4.6913478822291435,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65.1,1.34,14.954115377242543,7.549609165154532,0.0,4.605170185988092,9.414431574464917,4.175924549214524,10.017128689025176,0.29266961396282004,4.239886867512759,0.6931471805599453,5.262690188904886,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,,13.99169834157459,7.587817219993427,0.0,4.605170185988092,,,14.40208815890972,,5.32884657158286,1.6094379124341003,4.564348191467836,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247.9,138.98,15.074529062588445,7.563200592358071,0.0,4.605170185988092,10.821780279080956,5.513025439041145,10.967508396434619,4.934330037886181,5.101694025043223,2.3978952727983707,5.529429087511423,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425.4,124.3,15.005484635730497,7.5678626054638825,0.0,4.605170185988092,10.328885998351742,6.053029902766137,11.2076495241174,4.822697998516666,4.930870325627393,1.3862943611198906,5.342334251964811,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,,14.84297766057729,7.564238475170491,0.0,4.31748811353631,,,12.21624572385051,,4.897839799950911,1.6094379124341003,4.6913478822291435,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250.1,82.22,14.91021589107799,7.601901959875166,0.0,4.605170185988092,10.844476750642059,5.521860837883573,11.000198033914641,4.409398581469732,4.908971640319756,2.0794415416798357,5.389071729816501,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394.9,38.85,14.785827247099462,7.579678823090456,0.0,4.605170185988092,11.306463253229252,5.978632568292603,11.638041547993405,3.6597080768136565,5.19351225218191,2.0794415416798357,4.700480365792417,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116.8,13.35,14.805321231993537,7.60339933974067,0.0,4.605170185988092,10.113570180115474,4.760463070394127,11.082142548877775,2.5915163848462583,5.566816619583044,0.6931471805599453,4.2626798770413155,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407.3,,15.410041714740037,7.563719668414366,0.0,4.605170185988092,11.319954605098927,6.009550014654367,11.401513341883968,,4.903050083416319,1.3862943611198906,5.262690188904886,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,33.37,14.802115847513265,7.554858521040676,0.0,4.605170185988092,,,12.772473931244903,3.5076572927632825,4.842611042003125,1.6094379124341003,4.61512051684126,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.2,40.53,14.810354396299063,7.587817219993427,0.0,4.605170185988092,8.476683648078028,3.2268439945173775,12.764682213109934,3.7020424406402173,4.94306997460049,2.0794415416798357,4.770684624465665,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317.9,41.81,14.846705875618886,7.563719668414366,0.0,4.605170185988092,11.09750244098013,5.761736867916757,11.375661400299395,3.733135545368474,4.719391330078114,2.302585092994046,3.58351893845611,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93.8,35.65,15.572382817501552,7.593877844605118,0.0,4.605170185988092,9.877431010216347,4.541164856012179,11.96631687216031,3.573749146860305,3.58351893845611,1.3862943611198906,4.465908118654584,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107.6,33.4,14.80452484698892,7.581209826196346,0.0,4.605170185988092,10.016436701542625,4.678420647727684,10.934249174296063,3.5085558999826545,4.480740107609915,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,44.94,14.81337943351118,7.583247524303362,0.0,4.605170185988092,,,13.681979165339751,3.8053282667571833,5.524655808758766,1.6094379124341003,4.6443908991413725,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624.7,47.47,14.84202193590577,7.578656850594762,0.6931471805599453,4.605170185988092,9.26165116621061,6.437271534499525,11.669929213779893,3.8600979325632268,5.020585624949423,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181.5,,14.844452960308312,7.5688956634069955,0.0,4.605170185988092,10.5333008194608,5.201255653704905,10.839580911706463,,4.585987366571318,2.6390573296152584,6.2422232654551655,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459.0,20.43,15.404124141342662,7.575584651557793,2.4849066497880004,4.553876891600541,11.477217455044693,6.129050210060545,11.668081353691413,3.0170044088295307,4.463606621666305,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309.7,,14.81648870184544,7.562681246721884,0.0,4.605170185988092,11.041765967966661,5.735604086979157,11.172812609330474,,4.911183215124596,1.9459101490553132,10.609106634591393,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320.8,43.05,14.769448072705327,7.554858521040676,0.0,4.605170185988092,7.2136946677047495,5.77081787599236,10.964674848113502,3.7623622308737397,4.727387818712341,2.4849066497880004,5.659482215759621,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142.9,65.2,15.578966227106031,7.562681246721884,0.0,4.605170185988092,10.085809109330082,4.9621450849358215,11.775428181391266,4.177459468932607,3.3357695763397,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
