Direct GHG Emissions (Metric Tons CO2e),Water Intensity (All Water Sources) (gal/ft²),log_Property Id,log_Year Built,log_Number of Buildings - Self-reported,log_Occupancy,log_Weather Normalized Site Natural Gas Use (therms),log_Direct GHG Emissions (Metric Tons CO2e),log_Property GFA - Self-Reported (ft²),log_Water Intensity (All Water Sources) (gal/ft²),log_Source EUI (kBtu/ft²),log_Community Board,log_Census Tract,Borough_Bronx,Borough_Brooklyn,Borough_Manhattan,Borough_Queens,Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Office,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility
914.1,83.74,15.07662087591175,7.5569505720129,0.0,4.605170185988092,,6.817939974659773,11.978167777114253,4.4277167605909975,4.772378104971998,2.1972245773362196,5.41610040220442,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118.7,5.5,14.814596759031136,7.604396348796338,0.0,4.605170185988092,10.115440724454686,4.776599301615622,10.830678658878572,1.7047480922384253,4.789157022101107,1.3862943611198906,4.859812404361672,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252.9,,14.79331737300862,7.570443252057374,0.0,4.605170185988092,10.7972013322313,5.5329941536759195,10.981897133886719,,4.786658062033468,2.6390573296152584,6.295266001439646,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403.1,43.34,14.812253636675308,7.59488438721652,0.0,4.605170185988092,11.317319256649107,5.99918467012312,11.60767184950823,3.769075996108213,4.857484114602081,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304.0,30.79,15.321109907094392,7.585788821732034,0.0,4.553876891600541,11.042532960122177,5.717027701406222,11.337142485015857,3.427189961936409,4.798266815950004,2.0794415416798357,5.707110264748875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266.1,70.78,15.58494039971896,7.607381425639791,0.0,4.442651256490317,,5.583872177983643,11.56269610070124,4.259576474917317,5.2045559867335625,1.6094379124341003,4.430816798843313,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236.0,48.65,15.380161124252943,7.594381242551817,0.0,4.499809670330265,10.768274441543168,5.4638318050256105,10.944664918551014,3.884651808632014,5.09252245356844,2.302585092994046,5.087596335232384,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393.9,121.79,14.795887958906228,7.589841512182657,0.0,4.605170185988092,11.21400986538764,5.97609706997686,11.233211562167625,4.802298250099019,5.0689042022202315,2.4849066497880004,5.572154032177765,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231.0,48.41,14.952412998742881,7.598399329323964,0.0,4.605170185988092,10.788881867961601,5.442417710521793,11.37268590855564,3.879706403951603,4.403054001865957,0.0,3.6635616461296463,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1173.0,,14.796954746864165,7.600902459542082,0.0,4.605170185988092,12.37126499824539,7.067319848653476,13.303897957947024,,5.130490255904535,1.3862943611198906,4.634728988229636,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218.1,,15.318664417299988,7.5688956634069955,0.0,4.605170185988092,10.706101058370015,5.384953673207583,11.13476419138941,,4.619073091157083,1.9459101490553132,10.604205998592391,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155.4,47.47,15.300291865798819,7.595889917718538,0.0,4.499809670330265,10.356434032210274,5.046002437933547,11.302204433654575,3.8600979325632268,5.672635745659364,2.302585092994046,4.060443010546419,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53.8,33.93,14.701648014933019,7.555905093611346,0.0,4.605170185988092,9.369367712967055,3.9852734671677386,11.32143802955998,3.5242995787961386,5.6240175061873385,1.6094379124341003,4.624972813284271,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499.8,24.88,14.797476289939071,7.564757012905729,0.0,4.605170185988092,7.855970943640666,6.214208018400852,11.697170171326032,3.2140642678709788,4.635699391022914,2.0794415416798357,9.680406499268875,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708.8,63.72,14.891498842994437,7.598399329323964,0.0,4.605170185988092,11.789430051421867,6.563573399290871,11.918390573078392,4.154498485041848,5.406274508053129,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
820.9,789.76,14.88036094037824,7.56164174558878,0.0,4.605170185988092,12.037905441579536,6.710401299354221,11.547056323686373,6.671729101836914,5.272999558563747,2.6390573296152584,10.839620126623823,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810.7,118.13,15.208952811922096,7.550661243105336,0.6931471805599453,4.605170185988092,10.90130297033446,6.697898071993661,11.739630666072992,4.771785712960429,5.536546555280287,1.6094379124341003,3.9512437185814275,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515.6,170.48,14.945407343472128,7.568379267836522,0.0,4.605170185988092,7.855932199718614,6.245331271065032,11.153847636415186,5.1386179877903615,5.056245805348308,1.6094379124341003,10.038935856711177,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432.3,54.56,15.298930268652436,7.550661243105336,0.0,4.605170185988092,,6.069119791673586,11.243842681714574,3.9993010135352067,4.8621352857778115,1.9459101490553132,5.241747015059643,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206.6,4.66,14.951697012662951,7.570443252057374,0.0,4.605170185988092,10.662134510828453,5.330784556685538,10.989926040272529,1.5390154481375546,4.73444252169223,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300.3,75.18,15.298947056193178,7.581209826196346,0.0,4.605170185988092,12.447979853224606,7.170350286057274,12.063702304238447,4.319885238136032,5.258536496536192,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625.0,185.59,14.847063105444459,7.5652752818989315,0.0,4.605170185988092,,6.437751649736401,12.16441697026134,5.223539939590213,4.52720864451838,2.3978952727983707,10.016994793329722,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.7,,15.413538624971794,7.605890001053122,0.0,4.605170185988092,9.265358719729594,3.9454577815143836,11.70655781291005,,4.950177325059141,1.3862943611198906,4.59511985013459,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,19.15,14.947124582484093,7.57353126274595,0.0,4.605170185988092,,,13.038905678613997,2.952302715626655,5.385870263555899,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254.8,,14.82638466012615,7.568379267836522,0.0,4.605170185988092,7.1035687426243905,5.540478923698008,10.877858495486807,,4.594109238628667,1.9459101490553132,5.176149732573829,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346.6,33.05,14.838581437341954,7.5688956634069955,0.0,4.605170185988092,11.187931895651316,5.848171377281505,11.932977005273314,3.498021566297695,4.247065649239764,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1068.4,,14.847343594709386,7.5766097669730375,0.0,4.605170185988092,12.294522529039671,6.973917481235806,11.934027673857791,,5.281171207713066,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494.6,64.57,14.906017755609904,7.582738488914411,0.0,4.605170185988092,9.311451873344595,6.203749355087316,11.512925464970229,4.167749906638376,4.839451481712757,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1610.3,,14.800541596100135,7.579167967396076,0.0,4.605170185988092,12.72054820018695,7.38417577602395,12.705777663938834,,4.9279780604152466,0.6931471805599453,3.4339872044851463,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315.2,,14.844393275277282,7.565793282428515,0.0,4.605170185988092,10.991210769872069,5.753207357983724,11.202015706399143,,5.122772794033106,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275.2,35.63,15.299207680638572,7.5652752818989315,0.0,4.605170185988092,10.940045343435584,5.617498106059188,11.616618591306768,3.5731879796177446,4.72384171570559,2.0794415416798357,4.927253685157205,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214.9,12.74,15.415187385637035,7.601402334583733,0.0,4.605170185988092,10.608069110721736,5.370172803648464,11.767528922902711,2.5447466501440172,6.018349875889364,1.6094379124341003,6.975413927455952,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1047.5,44.09,14.899760872107178,7.594381242551817,0.0,4.605170185988092,8.897791671794273,6.9541616517962925,12.183458870658587,3.7862329993698465,5.367843429196647,2.0794415416798357,9.58891378461603,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
922.0,184.32,15.412977908251479,7.581209826196346,0.0,4.553876891600541,11.661043700422685,6.826545223556594,11.767265312052823,5.216673377507527,5.212214667494625,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115.4,42.05,14.811634498645533,7.592870287844818,0.0,4.605170185988092,10.066167469074793,4.748404354073999,11.05492945484877,3.738859386418957,4.777441406928545,1.6094379124341003,3.9512437185814275,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285.1,36.55,14.811313887797867,7.578656850594762,0.0,4.605170185988092,10.883903595188212,5.652839995918626,11.697436290232856,3.5986811861957873,4.421247347827163,2.5649493574615367,5.91350300563827,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230.9,16.36,14.850657172011347,7.590852123688581,0.0,4.605170185988092,,5.44198471636045,12.100712129872347,2.794839331174601,4.446174454497633,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.8,1.96,15.298888298567572,7.582738488914411,0.0,4.605170185988092,8.850001581484127,3.490428515390098,12.027376508951258,0.6729444732424258,2.954910279033736,0.0,6.115892125483034,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231.4,33.98,14.794515773430518,7.57095858316901,0.0,4.605170185988092,10.746164036508528,5.444147814759576,11.33857207782545,3.525772116243786,4.439115601658009,2.70805020110221,6.3835066348840055,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417.1,75.67,14.952545805767091,7.549609165154532,0.0,4.605170185988092,8.246879413125548,6.0333260012029,10.904670751428245,4.326381780706431,4.715816706075155,2.4849066497880004,5.673323267171493,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358.5,34.12,15.2998839892438,7.569927655242652,0.0,4.605170185988092,7.613966748871284,5.881928660039675,11.359074740151968,3.5298837226234783,4.565389315976247,2.4849066497880004,5.726847747587197,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414.3,53.79,15.077803401182457,7.566828479208331,0.0,4.605170185988092,11.339161189979091,6.026590349083357,11.695247021764184,3.985087576285151,4.642465970731788,2.70805020110221,6.313548046277095,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338.7,,15.346005907343764,7.56164174558878,0.0,4.499809670330265,11.063132223012522,5.825114759823726,10.833089298469956,,5.34185566856252,2.4849066497880004,5.652489180268651,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301.1,23.13,14.815628703391836,7.558516743045645,0.0,4.605170185988092,,5.707442435487688,11.397581951259,3.141130476243348,4.464758032271346,1.9459101490553132,5.030437921392435,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614.3,50.66,15.579089321605904,7.575584651557793,2.302585092994046,4.605170185988092,11.742125836659286,6.420483408169882,11.96611985725327,3.925136644573529,4.761318868478023,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413.6,,15.579842302590926,7.566311014772463,0.0,4.605170185988092,8.519390774959724,6.024899323194219,11.12720415889866,,4.843399374720342,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217.2,247.49,15.076642692796405,7.56164174558878,0.0,4.605170185988092,10.675163988385794,5.38081858805978,10.912357465703376,5.5113701771520756,4.9856593080260785,1.3862943611198906,9.792667717430884,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122.0,32.96,14.816881503331599,7.554334823725748,0.0,4.605170185988092,7.231721063511165,4.804021044733257,11.21785617408443,3.495294705041271,4.018183201256536,2.1972245773362196,5.293304824724492,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297.4,81.66,14.820058290716409,7.564238475170491,0.0,4.605170185988092,11.024184177147765,5.6950780340260545,11.321038303306572,4.40256428589143,4.662495252607361,2.1972245773362196,11.287303845780478,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1253.7,,14.83951028565667,7.581209826196346,0.6931471805599453,4.605170185988092,12.447872677369142,7.13385445812198,12.310432660854417,,5.127529045567755,2.70805020110221,6.393590753950631,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268.3,41.15,15.21163940164302,7.564757012905729,0.0,4.605170185988092,10.860144495076856,5.592105757431579,11.403423050145067,3.717223927123079,4.601162164590552,2.302585092994046,3.58351893845611,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236.1,146.24,15.410048210836797,7.581209826196346,0.0,4.605170185988092,10.70232269513748,5.464255444091467,10.959540226785442,4.98524910770584,4.884315927417586,2.70805020110221,6.317164686747284,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61.7,,14.94977727223764,7.555905093611346,0.0,4.605170185988092,3.7796338173824005,4.122283930911342,11.672413305355239,,4.877484781308751,1.6094379124341003,4.553876891600541,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1262.7,,15.29841084994947,7.583247524303362,0.0,4.605170185988092,9.857181799659617,7.141007564444634,12.15016873858494,,5.450179715857283,0.6931471805599453,4.07753744390572,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219.2,75.93,14.755116954871475,7.5822291942764615,0.0,4.605170185988092,10.70753189321166,5.389984555073861,11.27720313144916,4.329811863225142,4.73707525686803,1.9459101490553132,5.572154032177765,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363.7,650.24,14.903740805939265,7.563719668414366,0.0,4.605170185988092,8.253488028345904,5.896329351992943,11.127262984158243,6.477341525510008,4.785823685681349,2.4849066497880004,5.726847747587197,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207.0,,15.236445930625331,7.576097340623111,0.0,4.605170185988092,10.630927458253431,5.332718793265369,11.058558936503891,,4.681204872264089,2.6390573296152584,6.131226489483141,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385.9,13.25,15.040839781825772,7.564238475170491,0.0,4.605170185988092,,5.955578268543573,12.54030666492522,2.583997552432231,5.075173815233827,1.6094379124341003,4.6913478822291435,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298.7,11.18,15.077332937223293,7.564238475170491,0.0,4.605170185988092,2.7013612129514133,5.699439725222064,11.710275197589127,2.414126467726953,4.875197323201151,1.3862943611198906,4.709530201312334,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.4,0.0,15.578578328907467,7.5652752818989315,0.0,4.553876891600541,6.160363083569796,0.8754687373538999,10.954431547502736,,4.26689632742025,1.3862943611198906,4.51085950651685,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326.8,,14.826055275702618,7.586803535162581,0.0,4.605170185988092,11.105683278793755,5.789348362985848,11.458004546070471,,4.909709375506295,1.791759469228055,5.8888779583328805,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423.4,,15.405935870947998,7.576097340623111,0.6931471805599453,4.605170185988092,11.35793226365473,6.048317358700765,11.604245878047928,,4.978112102390695,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310.4,,15.41100572043559,7.569411792450712,0.0,4.605170185988092,11.054311130771914,5.737861788309064,11.506736351861083,,4.197201947661808,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536.3,49.8,15.286089999769679,7.559038255443384,0.0,4.248495242049359,11.60457987969184,6.28469370598888,11.850611250657103,3.9080149840306073,4.9473404437239425,1.9459101490553132,5.056245805348308,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161.9,102.74,15.299476626467792,7.563200592358071,0.0,4.605170185988092,10.324990038341916,5.0869788606835895,10.87804719253426,4.632201525039122,4.584967478670572,1.9459101490553132,6.042632833682381,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336.0,,15.20529581879733,7.5652752818989315,0.0,4.605170185988092,11.13904622942125,5.817111159963204,11.180246026587712,,4.932313327320786,1.3862943611198906,4.143134726391533,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220.9,54.31,14.851440024841454,7.56734567601324,0.0,4.605170185988092,10.729201285411847,5.397710110426072,10.972979942630385,3.994708372046754,4.697749367281185,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
